Release Date,Product Family,Product,Platform,Impact,Max Severity,Article,Article,Supercedence,Base Score
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Elevation of Privilege,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.0
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.0
"Sep 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Elevation of Privilege,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.0
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.5
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,7.5
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.5
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,7.5
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Denial of Service,Important,5017370,https://support.microsoft.com/help/5017370,5016672,7.5
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Denial of Service,Important,5017377,https://support.microsoft.com/help/5017377,,7.5
"Sep 13, 2022",Windows,Windows Server 2012,,Denial of Service,Important,5017370,https://support.microsoft.com/help/5017370,5016672,7.5
"Sep 13, 2022",Windows,Windows Server 2012,,Denial of Service,Important,5017377,https://support.microsoft.com/help/5017377,,7.5
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.5
"Sep 13, 2022",Windows,Windows Server 2016,,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.5
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Denial of Service,Important,5017316,https://support.microsoft.com/help/5017316,5016627,7.5
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Denial of Service,Important,5017392,https://support.microsoft.com/help/5017392,,7.5
"Sep 13, 2022",Windows,Windows Server 2022,,Denial of Service,Important,5017316,https://support.microsoft.com/help/5017316,5016627,7.5
"Sep 13, 2022",Windows,Windows Server 2022,,Denial of Service,Important,5017392,https://support.microsoft.com/help/5017392,,7.5
"Sep 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Denial of Service,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.5
"Sep 13, 2022",Windows,Windows Server 2019,,Denial of Service,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.5
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Critical,5017367,https://support.microsoft.com/help/5017367,5016681,9.8
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Critical,5017365,https://support.microsoft.com/help/5017365,,9.8
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Critical,5017367,https://support.microsoft.com/help/5017367,5016681,9.8
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Critical,5017365,https://support.microsoft.com/help/5017365,,9.8
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,5017370,https://support.microsoft.com/help/5017370,5016672,9.8
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Critical,5017377,https://support.microsoft.com/help/5017377,,9.8
"Sep 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Critical,5017370,https://support.microsoft.com/help/5017370,5016672,9.8
"Sep 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Critical,5017377,https://support.microsoft.com/help/5017377,,9.8
"Sep 13, 2022",Windows,Windows RT 8.1,,Remote Code Execution,Critical,5017367,https://support.microsoft.com/help/5017367,5016681,9.8
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,5017367,https://support.microsoft.com/help/5017367,5016681,9.8
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Critical,5017365,https://support.microsoft.com/help/5017365,,9.8
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,5017367,https://support.microsoft.com/help/5017367,5016681,9.8
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Critical,5017365,https://support.microsoft.com/help/5017365,,9.8
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Remote Code Execution,Critical,5017305,https://support.microsoft.com/help/5017305,5016622,9.8
"Sep 13, 2022",Windows,Windows Server 2016,,Remote Code Execution,Critical,5017305,https://support.microsoft.com/help/5017305,5016622,9.8
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Critical,5017305,https://support.microsoft.com/help/5017305,5016622,9.8
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Critical,5017305,https://support.microsoft.com/help/5017305,5016622,9.8
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Remote Code Execution,Critical,5017327,https://support.microsoft.com/help/5017327,5016639,9.8
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Remote Code Execution,Critical,5017327,https://support.microsoft.com/help/5017327,5016639,9.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Remote Code Execution,Critical,5017328,https://support.microsoft.com/help/5017328,5016629,9.8
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Remote Code Execution,Critical,5017328,https://support.microsoft.com/help/5017328,5016629,9.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Critical,5017316,https://support.microsoft.com/help/5017316,5016627,9.8
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Critical,5017392,https://support.microsoft.com/help/5017392,,9.8
"Sep 13, 2022",Windows,Windows Server 2022,,Remote Code Execution,Critical,5017316,https://support.microsoft.com/help/5017316,5016627,9.8
"Sep 13, 2022",Windows,Windows Server 2022,,Remote Code Execution,Critical,5017392,https://support.microsoft.com/help/5017392,,9.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Remote Code Execution,Critical,5017308,https://support.microsoft.com/help/5017308,5016616,9.8
"Sep 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,9.8
"Sep 13, 2022",Windows,Windows Server 2019,,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,9.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,9.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,9.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,9.8
"Sep 13, 2022",Windows,Windows RT 8.1,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,7.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,7.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.5
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Denial of Service,Important,5017327,https://support.microsoft.com/help/5017327,5016639,7.5
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Denial of Service,Important,5017327,https://support.microsoft.com/help/5017327,5016639,7.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Denial of Service,Important,5017328,https://support.microsoft.com/help/5017328,5016629,7.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Denial of Service,Important,5017328,https://support.microsoft.com/help/5017328,5016629,7.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Denial of Service,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Denial of Service,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.5
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows RT 8.1,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows Server 2016,,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Denial of Service,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Denial of Service,Important,5017327,https://support.microsoft.com/help/5017327,5016639,5.5
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Denial of Service,Important,5017327,https://support.microsoft.com/help/5017327,5016639,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Denial of Service,Important,5017328,https://support.microsoft.com/help/5017328,5016629,5.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Denial of Service,Important,5017328,https://support.microsoft.com/help/5017328,5016629,5.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Denial of Service,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
