Release Date,Product Family,Product,Platform,Impact,Max Severity,Article,Article,Supercedence,Base Score
"Sep 13, 2022",Microsoft Office,Microsoft Visio 2013 Service Pack 1 (64-bit editions),,Remote Code Execution,Important,5002017,https://support.microsoft.com/kb/5002017,4486673,7.8
"Sep 13, 2022",Microsoft Office,Microsoft Visio 2013 Service Pack 1 (32-bit editions),,Remote Code Execution,Important,5002017,https://support.microsoft.com/kb/5002017,4486673,7.8
"Sep 13, 2022",Windows,Windows RT 8.1,,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,6.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,6.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Information Disclosure,Important,5017365,https://support.microsoft.com/help/5017365,,6.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,6.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Information Disclosure,Important,5017365,https://support.microsoft.com/help/5017365,,6.5
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,6.5
"Sep 13, 2022",Windows,Windows Server 2016,,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,6.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,6.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,6.5
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Information Disclosure,Important,5017327,https://support.microsoft.com/help/5017327,5016639,6.5
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Information Disclosure,Important,5017327,https://support.microsoft.com/help/5017327,5016639,6.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Information Disclosure,Important,5017328,https://support.microsoft.com/help/5017328,5016629,6.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Information Disclosure,Important,5017328,https://support.microsoft.com/help/5017328,5016629,6.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Information Disclosure,Important,5017316,https://support.microsoft.com/help/5017316,5016627,6.5
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Information Disclosure,Important,5017392,https://support.microsoft.com/help/5017392,,6.5
"Sep 13, 2022",Windows,Windows Server 2022,,Information Disclosure,Important,5017316,https://support.microsoft.com/help/5017316,5016627,6.5
"Sep 13, 2022",Windows,Windows Server 2022,,Information Disclosure,Important,5017392,https://support.microsoft.com/help/5017392,,6.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,6.5
"Sep 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,6.5
"Sep 13, 2022",Windows,Windows Server 2019,,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,6.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,6.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,6.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,8.1
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,8.1
"Sep 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Critical,5017315,https://support.microsoft.com/help/5017315,5016623,8.1
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.8
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,7.8
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.8
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,7.8
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Important,5017370,https://support.microsoft.com/help/5017370,5016672,7.8
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Important,5017377,https://support.microsoft.com/help/5017377,,7.8
"Sep 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Important,5017370,https://support.microsoft.com/help/5017370,5016672,7.8
"Sep 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Important,5017377,https://support.microsoft.com/help/5017377,,7.8
"Sep 13, 2022",Windows,Windows RT 8.1,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.8
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.8
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,7.8
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.8
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,7.8
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.8
"Sep 13, 2022",Windows,Windows Server 2016,,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.8
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.8
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.8
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Remote Code Execution,Important,5017327,https://support.microsoft.com/help/5017327,5016639,7.8
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Remote Code Execution,Important,5017327,https://support.microsoft.com/help/5017327,5016639,7.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Remote Code Execution,Important,5017328,https://support.microsoft.com/help/5017328,5016629,7.8
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Remote Code Execution,Important,5017328,https://support.microsoft.com/help/5017328,5016629,7.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5017316,https://support.microsoft.com/help/5017316,5016627,7.8
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5017392,https://support.microsoft.com/help/5017392,,7.8
"Sep 13, 2022",Windows,Windows Server 2022,,Remote Code Execution,Important,5017316,https://support.microsoft.com/help/5017316,5016627,7.8
"Sep 13, 2022",Windows,Windows Server 2022,,Remote Code Execution,Important,5017392,https://support.microsoft.com/help/5017392,,7.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.8
"Sep 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.8
"Sep 13, 2022",Windows,Windows Server 2019,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.8
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,8.8
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,8.8
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,8.8
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,8.8
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Important,5017370,https://support.microsoft.com/help/5017370,5016672,8.8
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Remote Code Execution,Important,5017377,https://support.microsoft.com/help/5017377,,8.8
"Sep 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Important,5017370,https://support.microsoft.com/help/5017370,5016672,8.8
"Sep 13, 2022",Windows,Windows Server 2012,,Remote Code Execution,Important,5017377,https://support.microsoft.com/help/5017377,,8.8
"Sep 13, 2022",Windows,Windows RT 8.1,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,8.8
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,8.8
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,8.8
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Important,5017367,https://support.microsoft.com/help/5017367,5016681,8.8
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Remote Code Execution,Important,5017365,https://support.microsoft.com/help/5017365,,8.8
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,8.8
"Sep 13, 2022",Windows,Windows Server 2016,,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,8.8
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,8.8
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Important,5017305,https://support.microsoft.com/help/5017305,5016622,8.8
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Remote Code Execution,Important,5017327,https://support.microsoft.com/help/5017327,5016639,8.8
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Remote Code Execution,Important,5017327,https://support.microsoft.com/help/5017327,5016639,8.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Remote Code Execution,Important,5017328,https://support.microsoft.com/help/5017328,5016629,8.8
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Remote Code Execution,Important,5017328,https://support.microsoft.com/help/5017328,5016629,8.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5017316,https://support.microsoft.com/help/5017316,5016627,8.8
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5017392,https://support.microsoft.com/help/5017392,,8.8
"Sep 13, 2022",Windows,Windows Server 2022,,Remote Code Execution,Important,5017316,https://support.microsoft.com/help/5017316,5016627,8.8
"Sep 13, 2022",Windows,Windows Server 2022,,Remote Code Execution,Important,5017392,https://support.microsoft.com/help/5017392,,8.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Remote Code Execution,Important,5017308,https://support.microsoft.com/help/5017308,5016616,8.8
"Sep 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,8.8
"Sep 13, 2022",Windows,Windows Server 2019,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,8.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,8.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,8.8
"Sep 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Important,5017315,https://support.microsoft.com/help/5017315,5016623,8.8
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Information Disclosure,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Information Disclosure,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Information Disclosure,Important,5017370,https://support.microsoft.com/help/5017370,5016672,5.5
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Information Disclosure,Important,5017377,https://support.microsoft.com/help/5017377,,5.5
"Sep 13, 2022",Windows,Windows Server 2012,,Information Disclosure,Important,5017370,https://support.microsoft.com/help/5017370,5016672,5.5
"Sep 13, 2022",Windows,Windows Server 2012,,Information Disclosure,Important,5017377,https://support.microsoft.com/help/5017377,,5.5
"Sep 13, 2022",Windows,Windows RT 8.1,,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Information Disclosure,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Information Disclosure,Important,5017367,https://support.microsoft.com/help/5017367,5016681,5.5
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Information Disclosure,Important,5017365,https://support.microsoft.com/help/5017365,,5.5
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows Server 2016,,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Information Disclosure,Important,5017305,https://support.microsoft.com/help/5017305,5016622,5.5
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Information Disclosure,Important,5017327,https://support.microsoft.com/help/5017327,5016639,5.5
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Information Disclosure,Important,5017327,https://support.microsoft.com/help/5017327,5016639,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Information Disclosure,Important,5017328,https://support.microsoft.com/help/5017328,5016629,5.5
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Information Disclosure,Important,5017328,https://support.microsoft.com/help/5017328,5016629,5.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Information Disclosure,Important,5017316,https://support.microsoft.com/help/5017316,5016627,5.5
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Information Disclosure,Important,5017392,https://support.microsoft.com/help/5017392,,5.5
"Sep 13, 2022",Windows,Windows Server 2022,,Information Disclosure,Important,5017316,https://support.microsoft.com/help/5017316,5016627,5.5
"Sep 13, 2022",Windows,Windows Server 2022,,Information Disclosure,Important,5017392,https://support.microsoft.com/help/5017392,,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Information Disclosure,Important,5017308,https://support.microsoft.com/help/5017308,5016616,5.5
"Sep 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,5.5
"Sep 13, 2022",Windows,Windows Server 2019,,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,5.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,5.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,5.5
"Sep 13, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Information Disclosure,Important,5017315,https://support.microsoft.com/help/5017315,5016623,5.5
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.0
"Sep 13, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5017365,https://support.microsoft.com/help/5017365,,7.0
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Elevation of Privilege,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.0
"Sep 13, 2022",Windows,Windows Server 2012 R2,,Elevation of Privilege,Important,5017365,https://support.microsoft.com/help/5017365,,7.0
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5017370,https://support.microsoft.com/help/5017370,5016672,7.0
"Sep 13, 2022",Windows,Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5017377,https://support.microsoft.com/help/5017377,,7.0
"Sep 13, 2022",Windows,Windows Server 2012,,Elevation of Privilege,Important,5017370,https://support.microsoft.com/help/5017370,5016672,7.0
"Sep 13, 2022",Windows,Windows Server 2012,,Elevation of Privilege,Important,5017377,https://support.microsoft.com/help/5017377,,7.0
"Sep 13, 2022",Windows,Windows RT 8.1,,Elevation of Privilege,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.0
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Elevation of Privilege,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.0
"Sep 13, 2022",Windows,Windows 8.1 for x64-based systems,,Elevation of Privilege,Important,5017365,https://support.microsoft.com/help/5017365,,7.0
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Elevation of Privilege,Important,5017367,https://support.microsoft.com/help/5017367,5016681,7.0
"Sep 13, 2022",Windows,Windows 8.1 for 32-bit systems,,Elevation of Privilege,Important,5017365,https://support.microsoft.com/help/5017365,,7.0
"Sep 13, 2022",Windows,Windows Server 2016 (Server Core installation),,Elevation of Privilege,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.0
"Sep 13, 2022",Windows,Windows Server 2016,,Elevation of Privilege,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.0
"Sep 13, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Elevation of Privilege,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.0
"Sep 13, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Elevation of Privilege,Important,5017305,https://support.microsoft.com/help/5017305,5016622,7.0
"Sep 13, 2022",Windows,Windows 10 for x64-based Systems,,Elevation of Privilege,Important,5017327,https://support.microsoft.com/help/5017327,5016639,7.0
"Sep 13, 2022",Windows,Windows 10 for 32-bit Systems,,Elevation of Privilege,Important,5017327,https://support.microsoft.com/help/5017327,5016639,7.0
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows 11 version 21H2 for ARM64-based Systems,,Elevation of Privilege,Important,5017328,https://support.microsoft.com/help/5017328,5016629,7.0
"Sep 13, 2022",Windows,Windows 11 version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5017328,https://support.microsoft.com/help/5017328,5016629,7.0
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Elevation of Privilege,Important,5017316,https://support.microsoft.com/help/5017316,5016627,7.0
"Sep 13, 2022",Windows,Windows Server 2022 (Server Core installation),,Elevation of Privilege,Important,5017392,https://support.microsoft.com/help/5017392,,7.0
"Sep 13, 2022",Windows,Windows Server 2022,,Elevation of Privilege,Important,5017316,https://support.microsoft.com/help/5017316,5016627,7.0
"Sep 13, 2022",Windows,Windows Server 2022,,Elevation of Privilege,Important,5017392,https://support.microsoft.com/help/5017392,,7.0
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Elevation of Privilege,Important,5017308,https://support.microsoft.com/help/5017308,5016616,7.0
"Sep 13, 2022",Windows,Windows Server 2019 (Server Core installation),,Elevation of Privilege,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.0
"Sep 13, 2022",Windows,Windows Server 2019,,Elevation of Privilege,Important,5017315,https://support.microsoft.com/help/5017315,5016623,7.0
